phrasing,intent,source
"Mperutse guhura n'imihangayiko myinshi no kugira ubwoba. Mperutse kubwirwa n'umuganga wanjye w'indwara yo kwiheba. Mperutse kubaza ibibazo byose, kuva ku kazi kanjye kugeza ku mishyikirano mfitanye n'uwo twashakanye.",anxiety_worry,amod
"Mfite ubwoba bwinshi kandi niyizera cyane kubera ko ndi umukobwa w'isugi ukiri muto utari warigeze agira umukunzi. Birasa n'aho abantu bose mu kigero cyanjye baba baramaze kugira umukunzi cyangwa bakaba batakiri abasore, kandi ni bwo gusa nafashe ikinono cya mbere mu mezi atanu ashize. Mfite impungenge ko, muri ibi bihe, nta musore nzagira igihe kirekire. Ikibazo ni uko nshaka gutakaza ubusore bwanjye ku musore wanjye wa mbere unkunda, ariko nanone, sinshaka kuba umukunzi wanjye.",sleep,amod
"Mu buzima bwanjye bwose, numvaga ntiringira, ntekanye kandi nibaza ibibazo. Ndi umuntu utuje cyane kuko ntinya ibyo abantu bazanyumva. Nkirinda imimerere yose yo mu muryango kuko bituma mpangayika cyane. Uko ni ko ababyeyi banjye bose bahora ari, kandi numva ko nanjye nzabona ubuzima nk'ubwo. Birambabaza cyane ku kazi kuko abandi bakozi bagerageza kunshakisha no kunshyira hejuru kuko ndi mwiza cyane. Binteza kwiheba no kunshyira hasi.",overwhelmed_identity,amod
"Mfite ibibazo byinshi muri iki gihe. Icya mbere, hari igihe numva ntasinzira neza, mu gihe mu yindi minsi ndyama cyane kandi nkumva nduhutse. Nanone mbona ko ndushaho guhangayika kandi nkaba mfite ibibazo by'imihangayiko bimara amasaha menshi.",sleep,amod
"Numva ngomba kurangiza umubano wanjye.Abana banjye baba kure amasaha atatu kandi bakunda kumva ko hari umuntu baganira inshuro nyinshi ku munsi kandi ko bambona rimwe cyangwa kabiri mu kwezi.Nashaka umuntu uriho kandi ari mugenzi wanjye mu buzima.Muri iyi minsi, afite gahunda y'akazi yihariye kandi mu byumweru 6 bishize namubonye inshuro nkeya gusa.Namubwiye ko ntashobora gukomeza muri ubu buryo kuko mpora numva ncitse intege kandi ndakariye kandi ko adashyira umubano imbere bihagije.",sadness_low_mood,amod
"Ndi ingimbi, kandi mpanganye n'ikibazo cyo kujya hanze no kuganira n'abantu. Numva mfite ubwoba bwo kuva mu rugo. Ndabizi ko ntashobora kwishyura umwarimu, bityo sinzi ikibazo mfite, ariko ndatekereza ko nshobora kugira impungenge mu by'imibereho.",anxiety_worry,amod
"Iyo ntavuze ibyo nakoze cyangwa ibyo ntavuze ku nshuti zanjye cyangwa undi muntu uwo ari we wese, numva nabi cyane, nk'aho mfite icyuho mu nda.",overwhelmed_identity,amod
"Igihe nari muto, nabaye umwere incuro nyinshi, mbwira ababyeyi banjye ko hari icyo bakoze, ariko ubu ko maze kuba umuntu mukuru, ndwara indwara yo guhangayika.",anxiety_worry,amod
"Ndumva ndi umuntu usohoka cyane, ariko hari igihe ntamenya icyo mvuga. Ndumva ntashaka no kuvuga. Ni nko gushaka ikintu cyiza cyo kuvuga ariko nta kintu na kimwe kiboneka. Sinzi niba ngiye gusohoka gusa kugira ngo nuzuze icyuho cyo kutamenya icyo mvuga. Sinzi niba abantu banyishimira. Ndi umuntu wiyemera cyane kandi buri gihe ntekereza ko abantu bavuga ibyanjye, bityo bituma ngira umutego uhindagurika ntashaka kuvuga",overwhelmed_identity,amod
"Papa yanze kwemera ko mpangayikishijwe no kujya mu birori, mu birori, n'ibindi. Igihe cyose mfite igitekerezo, gihagarara. Mama n'abandi bose bakomeza kwitwara batyo. Papa uyobora sosiyete, ibyo ni ibisanzwe. Agomba guhora ari mu kuri. Yanze no kubibona nk'uko mbibona. Icyakora, mu minsi ishize, ibintu byatangiye kugera aho numva mpangayitse kandi ntashobora kuvuga icyo ntekereza.",sadness_low_mood,amod
"Iyo mvuye mu mukunzi wanjye, ngira ubwoba, nkajya mfata imiti yo kugabanya ibyago, ariko ntekereza kwimukira aho ari kuko mpangayitse cyane.",anxiety_worry,amod
"Mfite ikibazo cy'uburwayi mu mutwe, ubu mfite ibibazo byo kuryama, mfite n'imihangayiko myinshi, imiti yose nagiye nkoresha umubiri wanjye irabyanga, ndwara mu nda, nkagira ibisebe mu kanwa, nshobora nte kwihorera?",sleep,amod
"Iyo umukobwa wanjye ahangayikishijwe n'ikintu cy'ubupfu cyo mu ishuri, atangira kurira no gutinya. Ni umunyeshuri mwiza, buri gihe afite amanota 4.0, ariko mfite ubwoba ko ahangayikishijwe cyane.",overwhelmed_identity,amod
Buri munsi ababyeyi banjye banyinubira imbere y'umwana wanjye. Numva ndi mu mutego kandi ntaho mpungira. Numva nkeneye kumva ibintu biteye ubwoba bavuga nkabikorana ubwitonzi. Nkeneye uburyo bwo kwiga uko mbyifatamo mu gihe mbyumva cyane ko nta handi nabona. Numva nduhutse cyane mu byiyumvo.,self_care_coping,amod
"Umukunzi wanjye ambwira ko bimurakaza kandi ko bitamushimisha, ariko ko hari impamvu yatuma atinya kumubwira icyo ari cyo cyose.",anxiety_worry,amod
"Umupfasoni wanjye wa kera yaranshatse, maze arankoresha kugira ngo mbyarire umwana. Ubu akoresha uwo mwana nk'ikimenyetso. Ndabizi ko umwana wanjye ankurikira, ariko ngomba gukomeza kubaho ntari mu bihe byashize. Ibyo mbikora nte? mbona umwana wanjye uko bishoboka kose cyangwa mbona bike cyane? Ese ni ibintu bimubangamira cyane ku mwana?",relationship_support,amod
"Igihe umuhungu wanjye yari ingimbi, twamwohereje kwa se kubera ko yakundaga kumusuzugura. Icyumweru kimwe amaze guhabwa impamyabumenyi, se yamusabye kugenda kubera ibibazo bimwe. Ababyeyi be uko ari bane bagerageje kumuvugisha, ariko yanze kumufasha. Ubu aba kwa sekuru na nyirakuru. Yari afite akazi, maze afata ingamba zo kubona impushya ze n'imodoka y'ubwishingizi.",sadness_low_mood,amod
"Yararize kubera ko atongeye kunyizera, none ubu numva ndi umuntu w'imbeshyi kandi umutima wanjye urabaye nk'uwaciwe, nkore iki?",overwhelmed_identity,amod
"Gusa ntaho tuvugana. Aracyarara umunsi wose (si nijoro). Akora ibintu biraka kandi atita ku byo yifuza, akomeza kuba mu cyumba cye cyuzuye imvururu. Igihe cyose asohoka ari kurya gusa. Arababara kandi arambiwe, arushaho kugira ibiro, asubira mu musatsi kandi agashirana n'uruhu. Ntita ku buzima bwe. Sinzi uko namuganiriza. Nta n'icyo amfasha.",sleep,amod
"Mfite impungenge ku mukobwa wanjye w'imyaka 12 y'amavuko. Mu kwezi kumwe cyangwa ibiri ishize yatangiye kugenda ku birenge, ndetse no kwandika no kwandika byaje guhungabana cyane. Ibi byose byabaye mu buryo butunguranye cyane. Ntiyigeze agenda ku birenge bye kandi buri gihe yagiye ashyira amabara no kwandika neza cyane. Ese ibi ni ibintu ngomba guhangayikishwa nabyo? inama iyo ari yo yose izamfasha.",self_care_coping,amod
"Mfite abana batatu. Umukuru ni icyenda, ntabwo ari umwana wanjye wa kamere. Umwana wo hagati ni batatu, umuto ni umwe. Mfite umubano mwiza n'abana babiri bakuru ariko sinigeze ndushaho gukunda umwana muto. Ni gake nshaka ko aba hafi yanjye kandi nkaba ntegerezanyije amatsiko igihe cyo kuryama. Ese ibyo ni ibisanzwe?",relationship_support,amod
"Umwuzukuru wanjye w'imfura yatangiye kwikinisha, kandi nagombaga kwirukana interineti kuko yafashwe ashakisha porunogarafiya.",anxiety_worry,amod
"Ndi mu myaka 30 mfite abana 2 nta kazi mfite kandi ntari mu rugo, nagerageje byose nta cyo mbona, numva ko abandi bose bashyira ibyo bakeneye imbere y'ibyanjye, ndabyemera kugeza igihe bibabaye kandi mfite ubwoba ko nzatsindwa n'abana banjye, maze imyaka 5 mpanganye n'imishyikirano ntaho mpuriye nta n'umuntu n'umwe, nshobora kubona ubufasha nte?",anxiety_worry,amod
umukobwa wanjye yari ananiwe cyane kandi yari agiye kurira mu nzu ya nyirakuru. yashakaga gutaha saa sita z'ijoro ararira ararira avuga ko yanga nyirakuru kandi ko yiyahuye! natwe dufite umwana mushya mu nzu sinzi niba ibi bizatuma ibi bishoboka. mbese nkwiye kubyifatamo nte?,sleep,amod
Ubu mfite imyaka 20 kandi ndacyari kumwe n'ababyeyi banjye kuko ntashobora kwicara jyenyine. Mama avuga ko niba mba mu nzu ye ngomba gukurikiza amategeko ye. Aragerageza gutegeka ubuzima bwanjye.,relationship_support,amod
"Papa atuma numva nta cyo maze, akambwira amazina kandi akantuma niheba, ndashaka kwimuka kuko ndahiye ko nihaguma hano, nzapfa.",self_care_coping,amod
Nifuza kuba kwa mama. Papa ararakara kandi akambwira ko ari jye wabyiteye. Ndacyakomeza kuganira na mama nubwo papa ambwira ko ntemerewe. Ntinya ko nzagira umwanzuro mubi kandi ko papa azanyanga.,anxiety_worry,amod
"Namubwiye ko iyo papa apfuye, tutari kuzongera kumubona, maze atangira kurira kuko ntari kumutera gupfa.",sadness_low_mood,amod
Ese ibyo ni byo byagombye gutuma mpangayika?,anxiety_worry,amod
"Njye n'umukobwa wanjye ntumvikana. Iyo ntemeranyije na we aransuzugura cyane. Ni nk'aho anshinja. Turwana intambara y'urudaca. Avuga ko ntamufasha mu byo akora kandi ko ntigeze mumukunda. Anshinja amazina mabi, kandi anshyira ku murongo kugeza ubwo mpita mvuga amazina ye.",relationship_support,amod
"Ndi mubatane kandi ndishimye. Umuryango wacu w'abana b'imfubyi uri mu myaka 20 y'amavuko. Umuto wanjye w'imyaka 20 akomeje kunyita umusazi kandi agashimisha se. Yamporaga, maze mvaho ndwaye. Ntiyigeze ashaka abana, kandi nanjye narabigize. Yatanze amafaranga y'abana binyuze gusa ku bakozi b'abahinzi. Ubu abakobwa banjye bamushimira nyuma y'ibitambo byose nabakoreye mu myaka 15 ishize ndi umubyeyi w'umugore umwe.",relationship_support,amod
"Ubu se ko umuhungu wanjye atakifatanya natwe, ni gute twagombye kubona ibintu? Ese akora ibyiza ku mwana we?",relationship_support,amod
"Nyina w'ibyamubayeho arwaye mu mutwe.Yamaze igihe kinini mu buzima bwe.Yicira.Yinjiye mu bitaro by'ubuvuzi bw'ibanze mu gihe cy'imyaka igera kuri 40.Afite amajwi mu mutwe amubwira kwicira.Yakoze imiti myinshi yo kumutera ubwoba, kandi afite imiti ihagije yo kwica inzovu.Ibyangombwa by'ababyeyi ku bana be babiri byamuvanywe igihe umugabo wanjye yari akiri umwana.Ubu afite imyaka 30 irenga.Ntabwo afite uburenganzira bwo kwicira urubanza.Ntabwo yigeze amusaba",sadness_low_mood,amod
"Njye n'umukunzi wanjye tumaze imyaka ibiri mu rukundo. Dufite umwana w'umuhungu. Umukunzi wanjye na we afite umwana wo mu mubano wa mbere. Ntitubana. Ubu mba ndi kumwe na mama mu gihe ndi ku birenge, kandi aba ari kumwe n'inshuti. Mama na njye dufite umubano mubi cyane utanyuramo igihe kinini. Ntitwakwihanganira no kuba turi kumwe mu gihe tuba mu nzu imwe. Yatanze amabwiriza yumvikana ko ashaka ko mpita njya. Vuba aha, nari mvuganye na data utuye mu kindi gihugu. Data.",relationship_support,amod
"Umukunzi wanjye afite umwana amurera buri mpera z'icyumweru. ajya kumureba kabiri mu cyumweru cyangwa arenga. Igihe cyose agiye, ajya mu bikorwa nk'ibyo igihe nyina yapfaga. Iyo ari hano, aratubaha, maze igisubizo cye ni Ntabwo nzi icyo nakubwira. Arahira kandi aravuga, aramuseka. We na nyina bamaze imyaka itatu batandukanye, kandi amurega imyitwarire ye no kuba akiri muto cyane. Ntitujya tugira igihe cyo gukura igihe atari hano. Ni we """,relationship_support,amod
"Umugabo wanjye wa kera yabwiye abana banjye babiri b'ingimbi n'abangavu ko umunsi wa mbere wa Noheli Santa atabaho. Bifuza cyane gukomeza kugira ubupfumu bwa Noheli, ariko sinzi niba ari byiza ko mbeshya nkababwira ko Santa ariho koko. Sinshaka kubaca intege no gutuma batakaza ibyo bibuka, ariko nanone sinshaka ko batakaza icyizere.",sadness_low_mood,amod
"Umwana wanjye w'agahungu gato afite ikibazo gikomeye mu myitozo yo mu bwiherero. Buri gihe iyo abonye imyenda ye, ahita avuza. Araremba ariko ntiyijyane mu bwiherero. Tugerageje intebe y'ibyumba n'impeta bizajya mu bwiherero bw'abahungu bakuru, ariko aranga kubikoresha. Iyo yicaye mu bwiherero, yicara aho iteka ryose gusa akajya gusukamo. Akomeza kuyicikaho kugeza aho azamuka, hanyuma akajya kuyicukura mu ndera. Ndirasa indera ye mu bwiherero nkamumenyesha ko ari ho igenda kugira ngo amutere inkunga.",anxiety_worry,amod
"Ndi umunyeshuri w'umutoza w'amashuri yisumbuye. Ndi n'amezi atanu atwite. Ndetse naremerewe n'umukunzi wanjye w'imyaka itatu. Ababyeyi banjye ntibashaka ko tuvugana. Ntashobora no kuza gusura umuganga wanjye w'abagore. Mama ajya mu biro by'abaganga banjye bose. Anshyigikira. Ariko nifuza ko umukunzi wanjye yaba iruhande rwanjye kandi agashobora kubona umukobwa we kuri sonogram, nibura. Umuryango wanjye ntumva ko akwiriye ibyo byinshi. Ndarira igihe cyose kuko",overwhelmed_identity,amod
"Uyu munsi nijoro, umugabo wanjye yasaga n'aho yashyize umuhungu wacu hasi binyuze mu buryo butari bwo. Uburyo bwe bwari butari bwo rwose. Nabonye ko mpagarariye umuhungu wanjye. Namubwiye ko ibyo yakoze atari uburyo bwo gushishikariza umuhungu wacu. Aho kureba imyitwarire mibi y'umugabo wanjye nafashe umwanzuro wo kwicara iruhande rw'umwana wanjye, maze dufatanyije dukora akazi k'ubushakashatsi kugira ngo tumushishikarize kwiga. Umugabo wanjye yararakaye arambwira, arambwira. Yanteye ubwoba. Nari nzi ko atakora urwenya. Amagambo ye yanteye ubwoba cyane.",overwhelmed_identity,amod
"Uyu mukobwa yari afite imyaka 15 y'amavuko, ariko yari afite imyaka 15 y'amavuko. Yarezwe n'umubyeyi we w'umunyamahane n'umugore we. Mu myaka 30 ishize narashe umunyabyaha wanjye, ndamucira urubanza muri Louisiana. Natakaje uburenganzira bwo kurera umukobwa wanjye, maze ndamara imyaka 5. Igihe narekurwa, yari afite imyaka 5 kandi ntiyari anzi. Ibyiyumvo byinshi bibabaje byaturutse ku kuba naragiye kumusura nyuma yo kumusura, kumusiga muri Texas ngo nsubire muri Louisiana.",overwhelmed_identity,amod
"Ni iki gituma umwana wanjye w'umuhungu w'imyaka 8 ahunga umukobwa wanjye w'imyaka 6? Ibi bimaze imyaka 4 bibera aho. Uyu muhungu abwira umukobwa wanjye ko atagomba kumubwira. Azi ko ari bibi; twagiye mu biruhuko, tukaburana, tukaburana ibikinisho, kandi twicaye ku rukuta. Ntinya umutekano w'abakobwa banjye!",anxiety_worry,amod
Inshuti zanjye zose zaba zarashakanye cyangwa zaba zaragize umukunzi uretse jyewe.,relationship_support,amod
"Buri gihe bambwira ko ntari mwiza bihagije cyangwa ko ntari gukora cyane. Mfite ibyo nshaka byose 100%. Ndarambiwe, nakoreye ku miryango yanjye yose, nize neza ku ishuri, ndi mwiza ku bakene n'ibindi. Nkunda imyizerere yanjye, nkabikira abandi amakosa kandi nkabikorana umwete kugira ngo ntakora byinshi kandi ibyo nkora ndabikora.",sadness_low_mood,amod
"Nyogokuru yapfuye aherutse kurwara indwara yo mu bwonko, ndatakaza inzu n'akazi, ndashaka ariko sinigeze mbona akazi, ndarira televiziyo kandi ndarya cyane.",overwhelmed_identity,amod
Hari igihe numva niyibagiwe mu buryo bw'umubiri no mu byiyumvo.,overwhelmed_identity,amod
"Buri gihe natekerezaga ko nta byiza byinshi byangirira. Ubu ibintu bigenda neza, birantinya. Namaze igihe kinini mu buzima bwanjye numva ko nta muntu unshaka kandi ntekereza ko nari kuba jyenyine. Mperutse guhura n'umugore mwiza cyane unkunda cyane, kandi sinzi uko mbyitwaramo. Ibyo biratubabaza twese.",relationship_support,amod
"Ndi umugabo uri mu kigero cy'imyaka 20 n'umukobwa wanjye uri mu kigero cy'imyaka 30 ni mwiza. Ni mwiza. Ni mwiza kandi ni mwiza. Afite umutima munini, kandi dufite ubuzima bwiza bwo mu mibonano mpuzabitsina. Vuba aha yaturutse iwanjye kubera ko yifuzaga, kandi kubera ko nta handi yari kujya. Turarwana cyane. Ni amakosa yanjye ahanini, ndabyemera. Nkunda ko ntamufitiye umutekano n'uko ntamwizeye. Mfite ibibazo byo kumwizera. Ikindi kandi, sinshobora gusobanukirwa impamvu umugore nka we ari kumwe nanjye, bityo nanjye ndamuha agaciro.",relationship_support,amod
"Numva nihebye cyane, numva ko ndi mu bwigunge bukomeye, kandi ko ntari ukwiriye kugira ibyishimo, kandi ko mpora mfite ubwoba ko hari ikintu kibi ndimo nkora. Ni nk'aho ntekereza ibintu by'ingorabahizi maze nkabitekerezaho.",overwhelmed_identity,amod
"Mu mwaka ushize, numvaga nshaka gukora neza mu ishuri, kandi ibyo byanteye imihangayiko myinshi. Namaze imyaka itanu mpagarikwa umutima, kandi kubera impamvu runaka, ubu biragenda birushaho kunaniza, kandi sinshobora kubireka.",overwhelmed_identity,amod
"Ese ni iki kibi ndimo nkora? jye n'umugore wanjye turimo turwana igihe cyose. Nakora iki? Nta kintu na kimwe twemeranyaho kandi akenshi ajya ahita asanga imyanzuro, akenshi iyo ari yo ituma numva nabi. Ni umugore ukunda umuryango cyane mu gihe umuryango wanjye wose wansize ku mugongo, wannyuzura, wanenga kandi unshyira mu kaga mu bwenge. Sindi umuntu ukunda umuryango. Mu buzima bwanjye mfite abantu babiri gusa - inshuti yanjye magara n'umugore wanjye. Mama wanjye yahatiye data kuva mu buzima bwanjye ku buryo ntamenya uwo ari we koko.",self_care_coping,amod
"Ku munsi wa mbere w'ishuri, nakoresheje igishura kinini cyane kugira ngo gisa n'aho mfite ibyibugu binini. Nabikoze mu mwaka wose w'ishuri kandi ababyeyi banjye ntibigeze babimenya. Ariko ubu sinashobora gusabana n'incuti zanjye mu rugo cyangwa ngo mbatumize kubera ko ababyeyi banjye bari kuba bari kumwe na zo, maze incuti zanjye zikabona ko nta kintu na kimwe kiri mu gituza cyanjye.",relationship_support,amod
"Nkunda ibintu byose mbona mu ndorerwamo, sinkunda kuba mu mafoto kandi buri gihe nkora ibintu mu maso, biranshishikaza, sinkwizera ababyeyi banjye bihagije ngo mbibabwire kandi sinzi icyo nkora.",anxiety_worry,amod
"Iyo ndi mu nzira, mpangayikishwa n'uko mboneka, uko nshyira mu maso, n'ibindi nk'ibyo.",overwhelmed_identity,amod
"Umunyururu wanjye amaze igihe afite ikibazo cyo kunywa inzoga. Asohoka, akagwa mu rusyo, hanyuma agategereza ko buri wese amwitaho. Mu gitondo ukurikiraho, asaba imbabazi kugeza ubwo yumva yemewe. Nanone atekereza ko buri wese amwanga igihe cyose. Iyo nta kindi kintu na kimwe gisa nk'aho gishimishije, arambaza ati ""ese unyanka? uranyanka. Umbwire ko unkunda"", maze numva nkwiye kumubabarira kuko na we yigeze kwiyahura.",self_care_coping,amod
"Buri gihe mba numva nkeneye gutera abantu inkunga, baba abo mu muryango wanjye, abo ku ishuri cyangwa abantu batandukanye.",relationship_support,amod
"Numva ko navukiye mu mubiri utari wo Numva ko ngomba kuba umukobwa ntari umuhungu Kuva nkiri muto nifuzaga kuba umukobwa Numvaga ko ntari njyewe. Numvaga ko icyo nari cyo. Nashakaga kumenya icyo nakora kuri ibyo. Umuryango wanjye urwanya abantu baryamana mu mibanire y'ibitsina kandi sinshaka kugira icyo mbikoraho. Nashakaga kuba njyewe. Numva nk'aho nzagira ibyishimo icyo gihe. Sinareba mu ndorerwamo, kandi sinkunda kwiyerekana.",relationship_support,amod
"Ndi mu kigero cy'imyaka 30, numva ko nakoresheje 5% by'ubushobozi bwanjye gusa. Ndi mu gukora filime, ariko byose birahagaze. Sinigeze ngira umubano ukomeye.",sadness_low_mood,amod
"Iyo ntekereje ku byabaye, numva mfite isoni kandi mfite icyaha nubwo abo nakundaga bababaririye.",overwhelmed_identity,amod
"Buri gihe numva ko abantu bose banyihanganye, bagakora uko bashoboye kugira ngo banshire mu kaga, kandi ibyo birangirira nabi imimerere yanjye ndetse n'ubuzima bwanjye bwose.",sleep,amod
"Numva nk'aho ngerageza kwijijisha ko ntameze neza, buri gihe nkirinda ibibi, nkibagirwa, kandi numva ko nta muntu unkunda kandi ko atazigera ankunda.",overwhelmed_identity,amod
"Numva mfite agahinda kenshi, numva ncitse intege, numva ndakariye cyane ku buryo numva ngiye gusenyuka, numva ndi ikigwari, nta gaciro mfite, kandi sinkibasha kubyihanganira.",sadness_low_mood,amod
"Ubu maze imyaka itandatu mfitanye ubucuti n'umukunzi wanjye. Mu minsi ishize, umubano wacu wari ugoranye kandi utera agahinda. Twaraganiraga cyane, kandi kubera ibyo, hari umwuka w'ubushyamirane hagati yacu. Twagumanye kuko dukundana kandi twifuza ko bigenda neza. Nakundaga kujya mu birori byinshi, kandi incuro nyinshi nagiye mu mimerere yatumaga mpera mu kindi muntu. Ibi bintu ntibyaba birenze gusa gusomana.",overwhelmed_identity,amod
"Iyo ntari mu kazi, ndanywa. Iyo ngerageje gukora siporo, nkora siporo, ndangiza nkagwa mu ndwara y'ihindagurika. Kuva ku ntwaro kugeza ku magambo, nta kindi nakora uretse kwibabaza. Nakora iki, nkora iki ngo mpagarike iyi ngendo? Sinzi uko nahangana cyangwa ngo ndusheho kwiteza imbere ntababare.",self_care_coping,amod
"Ndi mu kigero cy'imyaka 20, sinigeze ngira umukunzi cyangwa ngo mpite mpura n'umuntu. Nta nshuti ngira. Nkunda Facebook kuko abandi bose bafite abana n'umugabo mwiza kandi bafite akazi keza. Nkora mu bucuruzi, kandi sinshobora kubona akazi. Mfite impamyabumenyi y'ishuri. Nta muntu unsiga amahirwe, kandi ndarakara kandi ndumva ncitse intege. Numva nta cyo maze kandi numva ko abantu bose bankunda. Numva nk'umunaniro, kandi ndacyari kumwe na papa wanjye. Birambabaza cyane!",overwhelmed_identity,amod
"Ndi mu kigero cy'imyaka 20, narashatse rimwe, aranseka. Kuva icyo gihe, numvise ndi mubi uko byagenda kose.",overwhelmed_identity,amod
Ntinya ko ndi kumwe n'uyu mugabo kugira ngo ntakabuza kuba jyenyine.,anxiety_worry,amod
"Hari abagabo benshi banteye agahomamunwa, none ubu sincyumva ko ndiho, kandi nkora ibintu by'imbere kugira ngo ndusheho kwishima, maze nshobore kuryamana n'umugore wanjye.",overwhelmed_identity,amod
"Nabonye ubutumwa hagati y'umukunzi wanjye n'uyu mukobwa ku mbuga nkoranyambaga.Yamusabye amafoto yambaye ubusa hanyuma arasohokana na we rimwe, ariko nta kintu na kimwe cyabaye.Ntabwo namenye kuri ubwo butumwa kugeza mu kwezi gushize kandi nyuma y'amezi atandatu bibaye.Sinshobora kumwizera kandi nibaza niba nzongera kumwizera.Yemeye ko yifuzaga kumuryamana ariko ntiyabikora.Yaganiraga na we gusa kuko yatekerezaga ko tugiye gutandukana.Umutima wanjye urabaye rwose. Numva nk'aho mpanganye n'umukobwa wese wo ku rubuga rwa interineti.",overwhelmed_identity,amod
"Mfite ikibazo gikomeye cyo gutana n'umugore wanjye, kandi ibyo bintu byose birambabaza cyane.",relationship_support,amod
"Imyaka itanu ishize, umugabo wanjye wahoze ari umugabo yaragiye ntavuze impamvu. Numvaga ko nta cyo byatangaje. Sinamukumbuye nk'uko nari mbikunze ariko sincyiringira abantu, ndetse n'incuti zanjye nari nzi kuva nkiri muto, ndetse n'umuryango wanjye.",overwhelmed_identity,amod
"Iyo mbonye ko ngomba kuba umuntu w'igitsina gore kugira ngo abantu bakomeze kumbera hafi, byatangiriye igihe umusore wahoze ari umukunzi wanjye yankubitaga ku ngufu.",relationship_support,amod
"Hari mu masaha make ashize, naganiriye n'umukobwa umwe nzi ku kibazo cyanjye cyo kwifata. Twamaze amasaha tuganira, akomeza kumbwira ko ndi umusore mwiza. Yambwiye ko ndi mwiza, ko mfite kamere nziza, n'ibindi.",overwhelmed_identity,amod
Ni gute nagombye guhitamo niba ngomba kureka imishyikirano mfitanye n'umukunzi wanjye?,relationship_support,amod
"Umugabo wanjye na jye twaratandukanye, kandi ntashaka no kuvugana nanjye.",relationship_support,amod
"Mfite umuhungu w'imyaka ibiri, mama we na njye twafashe icyemezo cyo gutandukana kubera ko ntashyingiranywe. Twaragerageje guhuriza hamwe ibyo tutumvikanaho ariko ntibyigeze bigenda neza. Kuva dutandukana, nagiye gusohokana n'umuntu, kandi dutegereje umukobwa. Ese ibyo ni byo ngomba kubwira umugore wanjye? Umugore nkundana ubu amaze amezi menshi ambwira ko ngomba gutandukana na we, ariko biragoye kuko mu by'ukuri ndamukunda.",relationship_support,amod
"Imishyikirano yacu yarangiye, ubu hakaba hashize imyaka irindwi, ariko sinzi uko nareka uwo muntu ngo agende.",relationship_support,amod
"Nzi ko ngomba kurengera ibyiyumvo byanjye kuri uyu muntu nakunze, ariko gukomeza kubaho biragoye cyane kuko yanyeretse ibyiyumvo ntari narigeze ngira mbere. Numva ntashaka kubaho ntamufiteho urukundo rwanjye nyakuri, ariko mu buryo bwumvikana, nzi ko ngomba kubaho ntamufite. sinshobora kuganira kuri ibi n'umuntu uwo ari we wese mu buzima bwanjye kuko abantu benshi babona ko imimerere idukikije ""itari yo"".",overwhelmed_identity,amod
"Naje gushyingiranwa, ibintu byose biragenda neza. Ibintu byagiye bihinduka nabi, maze ndangiza uwo muhango kubera amahirwe yo kujya muri kaminuza. Nyuma yaho, namenye ko yari anshutse. Ndamutekereza igihe cyose ubu, kandi twarimo twumvikana, ariko incuti zanjye / umuryango wanjye ntibizi.",sadness_low_mood,amod
"Hari igihe yarimo akunda umuntu, kandi aracyamwibuka rimwe na rimwe. Yambwiye ati ""Ubwo bucuti burarangiye rwose.",relationship_support,amod
Umugabo wanjye na njye twaratandukanye. Avuga ko akeneye igihe cyo gutandukana. Avuga ko akeneye kongera kubona igice cy'urukundo mu mishyikirano ariko ntiyifuza kunta.,relationship_support,amod
Ndashaka umubano mwiza n'umuntu ushaka kuba ari kumwe nanjye kandi uzashyiraho imihati. Ndumva nshaka abagabo batagaragara n'abafite ubushake bwo kuba mu rukundo kandi nta mishyikirano. Ndeka abagabo bakanyitegeka kandi bakanyitegeka kuko banyinenga. Ndeka abagabo bakanyiganyiriza mu buryo bw'ibyiyumvo kandi nkaba ndi ku ntego yabo. Sinumva meze neza ndi jyenyine cyangwa nkora ikintu cyose jyenyine. Numva nkeneye umutekano wo kuba ndi kumwe n'umuntu kugira ngo nshobore kubaho.,overwhelmed_identity,amod
"Nyuma y'uko umukunzi wanjye anshutse kubera ikosa ry'itumanaho, naramwirukanye, none avuga ko icyo ashaka ari ukuba hamwe nanjye, ndamuca inyuma mu bwenge kuko yongeye kunshuka, nkora gahunda na we ntakora, ndacyamukunda kandi ndamuzirikana.",overwhelmed_identity,amod
"Mperutse gutana n'umugabo wanjye wa mbere, maze ahamagara mushiki wanjye ambwira ibintu bibi, mushiki wanjye ntiyanshyigikira, none ubu ubwo neretse ukuri, arampisha, avuga ko nta cyo bimubwiye ku birebana n'urugamba.",relationship_support,amod
"Yavuze ko yari akeneye umwanya nyuma y'iminsi itatu tumaranye, nyuma y'icyumweru agafata umukunzi.",relationship_support,amod
"Umukunzi wanjye wa kera avuga ko arambiwe kandi ko yifuza kubaho ari umuseribateri. Namugiriye nabi cyane kandi ntuma bamurwana igihe nta cyo yakoze, numva nicujije, kandi niteguye gukora ibishoboka byose kugira ngo nzamusubize.",sadness_low_mood,amod
"Jye n'umukunzi wanjye twaratanye, aransuzugura kenshi, nkomeza kumubabarira ariko nkamwibaza buri kintu cyose yakoraga, arambiwe maze aragenda.",sleep,amod
"Nari mfite umugore mu mubano w'imyaka ine. Twembi twakoze amakosa, ariko ndamukunda. Yimukiye mu wundi mugore.",relationship_support,amod
